종목명,코드,시장,섹터,현재가,갭일,갭후일수,갭크기%,거래량배수,갭시가,갭저가,박스고점,박스저점,횡보주,횡보폭%,6개월고점,성곽돌파,완전돌파,갭유지,갭시가대비%,박스위%,막돌파,사상최고가,최고가대비%,52주고점대비%,신규상장,상대강도,갭점수,투자포인트,소개
莱克电气,603355.SS,CN,경기소비재,29.86,2026-09-08,5,2.69,2.65,30.88,29.63,30.37,24.02,7.0,26.4,35.66,False,False,False,-3.3,-1.68,False,82.14,-63.6,23.3,False,40.0,39.0,가구·생활용품 중형주 · 시총 170억위안 · ROE 11% · 박스 7주 · 폭 26% · 주가강도 40점,가구·생활용품
万事利,301066.SZ,CN,경기소비재,11.45,2026-09-08,5,4.11,1.66,13.69,13.14,13.5,10.46,11.0,29.1,17.38,False,False,False,-16.36,-15.19,False,25.88,-55.8,55.8,False,9.0,34.0,섬유 소형주 · 시총 30억위안 · ROE 3% · 박스 11주 · 폭 29% · 주가강도 9점,섬유
太力科技,301595.SZ,CN,경기소비재,40.58,2026-09-08,5,3.52,2.47,44.7,41.41,44.39,34.25,6.0,29.6,69.18,False,False,False,-9.22,-8.58,False,69.18,-41.3,41.3,True,22.0,34.0,가구·생활용품 소형주 · 시총 46억위안 · ROE 5% · 박스 6주 · 폭 30% · 주가강도 22점,가구·생활용품
宇邦新材,301266.SZ,CN,기술·IT,23.46,2026-09-07,6,19.98,5.33,29.96,25.36,24.99,17.46,10.0,43.1,42.0,False,True,False,-21.7,-6.12,False,69.99,-66.5,44.5,False,12.0,64.0,전자부품 소형주 · 시총 36억위안 · ROE 3% · 박스 10주 · 폭 43% · 완전돌파 · 주가강도 12점,전자부품
Samsara Inc. Class A Common Stock,IOT,US,기술·IT,41.65,2026-09-04,6,15.87,4.59,44.9,39.32,42.68,31.47,9.0,35.6,42.68,True,False,False,-7.24,-2.41,False,61.9,-32.7,12.3,False,60.0,62.0,기술·IT 중형주 · 시총 226억달러 · ROE 6% · 박스 9주 · 폭 36% · 주가강도 60점,기술·IT
爱仕达,002403.SZ,CN,경기소비재,9.53,2026-09-07,6,9.04,5.72,12.3,11.07,11.28,7.81,6.0,44.4,12.06,True,False,False,-22.52,-15.51,False,25.15,-62.1,48.1,False,12.0,62.0,전문 유통 소형주 · 시총 40억위안 · 박스 6주 · 폭 44% · 주가강도 12점,전문 유통
平潭发展,000592.SZ,CN,소재,7.92,2026-09-07,6,8.28,3.36,8.11,7.76,7.49,5.32,6.0,40.8,12.85,False,True,True,-2.34,5.74,False,24.44,-67.6,53.0,False,57.0,59.0,목재 중형주 · 시총 161억위안 · 박스 6주 · 폭 41% · 완전돌파 · 주가강도 57점,목재
源飞宠物,001222.SZ,CN,필수소비재,14.75,2026-09-07,6,3.54,4.51,16.67,16.23,16.1,12.71,13.0,26.7,21.27,False,True,False,-11.52,-8.39,False,33.25,-55.6,50.7,False,7.0,58.0,가공식품 소형주 · 시총 31억위안 · ROE 8% · 박스 13주 · 폭 27% · 완전돌파 · 주가강도 7점,가공식품
恒盛能源,605580.SS,CN,유틸리티,23.03,2026-09-07,6,5.12,5.4,23.62,21.62,22.47,15.8,6.0,42.2,31.9,False,False,True,-2.5,2.49,False,45.0,-48.8,48.8,False,28.0,54.0,유틸리티 소형주 · 시총 63억위안 · ROE 14% · 박스 6주 · 폭 42% · 주가강도 28점,유틸리티
海通发展,603162.SS,CN,산업재,13.5,2026-09-07,6,3.35,2.61,15.13,13.73,14.64,10.32,6.0,41.9,14.64,True,False,False,-10.77,-7.79,False,16.97,-20.4,20.4,False,90.0,50.0,해운 중형주 · 시총 206억위안 · ROE 20% · 박스 6주 · 폭 42% · 주가강도 상위 10% (최상위권),해운
长江材料,001296.SZ,CN,산업재,18.72,2026-09-07,6,10.0,1.69,22.0,22.0,21.24,15.09,10.0,40.8,27.56,False,True,False,-14.91,-11.86,False,33.96,-44.9,44.9,False,9.0,50.0,금속가공 소형주 · 시총 30억위안 · ROE 6% · 박스 10주 · 폭 41% · 완전돌파 · 주가강도 9점,금속가공
科泰电源,300153.SZ,CN,산업재,24.5,2026-09-07,6,7.41,3.92,24.51,24.05,24.15,18.62,7.0,29.7,41.4,False,False,True,-0.04,1.45,False,50.98,-51.9,42.1,False,12.0,49.0,산업기계 소형주 · 시총 85억위안 · ROE 9% · 박스 7주 · 폭 30% · 주가강도 12점,산업기계
统一股份,600506.SS,CN,필수소비재,16.52,2026-09-07,6,2.93,4.76,19.0,17.75,18.46,13.07,6.0,41.2,21.1,False,False,False,-13.05,-10.51,False,30.22,-45.3,41.2,False,33.0,48.0,농산물 소형주 · 시총 44억위안 · ROE 8% · 박스 6주 · 폭 41% · 주가강도 33점,농산물
通达电气,603390.SS,CN,경기소비재,11.08,2026-09-07,6,3.87,6.42,11.54,10.97,11.11,8.93,6.0,24.4,15.68,False,False,False,-3.99,-0.27,False,24.28,-54.4,29.3,False,22.0,48.0,자동차부품 소형주 · 시총 38억위안 · ROE 8% · 박스 6주 · 폭 24% · 주가강도 22점,자동차부품
中水渔业,000798.SZ,CN,필수소비재,9.95,2026-09-07,6,5.33,1.93,10.68,10.47,10.16,7.05,9.0,44.1,11.8,False,True,False,-6.84,-2.07,False,25.0,-60.2,40.1,False,54.0,46.0,가공식품 소형주 · 시총 44억위안 · ROE 9% · 박스 9주 · 폭 44% · 완전돌파 · 주가강도 54점,가공식품
翠微股份,603123.SS,CN,금융,9.44,2026-09-07,6,2.06,3.62,11.41,10.84,11.18,7.76,7.0,44.1,14.2,False,False,False,-17.27,-15.56,False,30.5,-69.0,46.5,False,16.0,43.0,여신·카드 소형주 · 시총 91억위안 · 박스 7주 · 폭 44% · 주가강도 16점,여신·카드
新 希 望,000876.SZ,CN,필수소비재,7.3,2026-09-07,6,2.47,3.38,7.89,7.66,7.7,6.05,10.0,27.3,9.04,False,False,False,-7.48,-5.19,False,42.2,-82.7,31.2,False,28.0,43.0,가공식품 중형주 · 시총 378억위안 · 박스 10주 · 폭 27% · 주가강도 28점,가공식품
湖南天雁,600698.SS,CN,산업재,6.93,2026-09-07,6,3.92,2.52,8.22,7.7,7.96,6.2,6.0,28.4,9.0,False,False,False,-15.69,-12.94,False,16.2,-57.2,44.8,False,19.0,39.0,산업기계 소형주 · 시총 85억위안 · 박스 6주 · 폭 28% · 주가강도 19점,산업기계
合富中国,603122.SS,CN,헬스케어,11.83,2026-09-07,6,3.83,2.94,14.08,13.5,13.62,9.52,6.0,43.1,22.15,False,False,False,-15.98,-13.14,False,31.22,-62.1,62.1,False,34.0,39.0,진단·연구 소형주 · 시총 52억위안 · 박스 6주 · 폭 43% · 주가강도 34점,진단·연구
"DocuSign, Inc. - Common Stock",DOCU,US,기술·IT,71.85,2026-09-04,6,3.87,2.46,68.52,64.16,68.46,48.04,6.0,42.5,68.46,True,False,True,4.86,4.95,False,314.76,-77.2,17.1,False,77.0,38.0,기술·IT 중형주 · 시총 120억달러 · 분기이익 +33% 급증 · ROE 18% · 박스 6주 · 폭 42% · 주가강도 77점,기술·IT
PICC GROUP,1339.HK,HK,금융,5.8,2026-09-07,6,3.36,1.71,6.46,6.03,6.35,4.98,7.0,27.5,6.45,True,False,False,-10.22,-8.66,False,7.63,-24.0,24.0,False,29.0,38.0,"금융 대형주 · 시총 2,629억HKD · ROE 18% · 박스 7주 · 폭 28% · 주가강도 29점",금융
Geopark Ltd Common Shares,GPRK,US,에너지,11.79,2026-09-03,7,8.64,8.72,12.7,11.8,11.98,8.6,20.0,39.3,11.98,True,False,False,-7.17,-1.59,False,22.62,-47.9,10.2,False,82.0,73.0,석유·가스 개발 소형주 · 시총 8억달러 · ROE 29% · 박스 20주 · 폭 39% · 주가강도 상위 18%,석유·가스 개발
Snowflake Inc. Common Stock,SNOW,US,기술·IT,322.98,2026-09-03,7,23.35,4.2,377.24,355.47,341.95,253.0,9.0,35.2,341.95,True,True,False,-14.38,-5.55,False,429.0,-24.7,16.0,False,87.0,72.0,"기술·IT 대형주 · 시총 1,169억달러 · 박스 9주 · 폭 35% · 완전돌파 · 주가강도 상위 13%",기술·IT
四方精创,300468.SZ,CN,기술·IT,22.03,2026-09-04,7,8.33,4.72,26.0,25.62,25.61,18.38,14.0,39.3,39.87,False,True,False,-15.27,-13.98,False,52.53,-58.1,53.1,False,5.0,68.0,IT 서비스 중형주 · 시총 128억위안 · ROE 4% · 박스 14주 · 폭 39% · 완전돌파 · 주가강도 5점,IT 서비스
"ChargePoint Holdings, Inc. Common Stoc",CHPT,US,경기소비재,8.82,2026-09-03,7,32.95,75.64,6.9,6.71,6.59,5.07,9.0,29.9,8.49,False,True,True,27.83,33.84,False,989.6,-99.1,30.1,False,61.0,64.0,전문 유통 소형주 · 시총 3억달러 · 박스 9주 · 폭 30% · 완전돌파 · 주가강도 61점,전문 유통
新炬网络,605398.SS,CN,기술·IT,21.14,2026-09-04,7,9.98,1.89,26.66,26.66,24.24,17.64,12.0,37.4,32.8,False,True,False,-20.71,-12.79,False,54.42,-61.2,46.3,False,10.0,54.0,IT 서비스 소형주 · 시총 37억위안 · ROE 0% · 박스 12주 · 폭 37% · 완전돌파 · 주가강도 10점,IT 서비스
美能能源,001299.SZ,CN,유틸리티,10.26,2026-09-04,7,7.57,9.09,12.22,11.12,11.36,9.06,6.0,25.4,14.69,False,False,False,-16.04,-9.68,False,17.51,-41.4,30.2,False,40.0,54.0,유틸리티 소형주 · 시총 34억위안 · ROE 8% · 박스 6주 · 폭 25% · 주가강도 40점,유틸리티
Genworth Financial Inc Common Stock,GNW,US,금융,10.01,2026-09-03,7,2.67,2.12,10.4,10.37,10.28,7.95,22.0,29.3,10.28,True,True,False,-3.75,-2.63,False,37.16,-73.1,6.4,False,57.0,51.0,금융 소형주 · 시총 40억달러 · 분기이익 0% · ROE 3% · 박스 22주 · 폭 29% · 완전돌파 · 주가강도 57점,금융
海量数据,603138.SS,CN,기술·IT,14.85,2026-09-04,7,3.45,7.05,15.0,14.3,14.5,11.26,6.0,28.8,24.9,False,False,True,-1.0,2.41,False,32.05,-53.7,40.4,False,23.0,48.0,IT 서비스 소형주 · 시총 41억위안 · 박스 6주 · 폭 29% · 주가강도 23점,IT 서비스
新 大 陆,000997.SZ,CN,기술·IT,19.44,2026-09-04,7,2.84,2.04,21.69,21.46,21.39,15.16,13.0,41.1,25.78,False,True,False,-10.37,-9.12,False,43.83,-55.6,38.5,False,22.0,44.0,기술·IT 중형주 · 시총 205억위안 · ROE 16% · 박스 13주 · 폭 41% · 완전돌파 · 주가강도 22점,기술·IT
华源控股,002787.SZ,CN,경기소비재,23.09,2026-09-04,7,2.46,1.85,25.0,23.19,24.86,17.33,7.0,43.5,34.99,False,False,False,-7.64,-7.12,False,34.99,-34.0,34.0,False,90.0,41.0,포장재 소형주 · 시총 81억위안 · ROE 8% · 박스 7주 · 폭 44% · 주가강도 상위 10% (최상위권),포장재
NEXTEER,1316.HK,HK,경기소비재,4.69,2026-09-04,7,5.21,1.93,5.55,4.91,5.43,3.75,7.0,44.7,7.48,False,False,False,-15.5,-13.55,False,20.4,-77.0,47.3,False,18.0,40.0,자동차부품 중형주 · 시총 117억HKD · ROE 6% · 박스 7주 · 폭 45% · 주가강도 18점,자동차부품
华新科技,301265.SZ,CN,산업재,20.47,2026-09-04,7,7.9,1.9,22.0,18.45,21.9,16.64,7.0,31.6,32.6,False,False,False,-6.95,-6.53,False,32.6,-37.2,37.2,False,56.0,40.0,환경·폐기물 소형주 · 시총 58억위안 · ROE 4% · 박스 7주 · 폭 32% · 주가강도 56점,환경·폐기물
科士达,002518.SZ,CN,산업재,36.69,2026-09-04,7,2.03,1.63,37.66,36.08,37.35,29.26,7.0,27.6,65.58,False,False,False,-2.58,-1.77,False,65.58,-44.1,44.1,False,10.0,34.0,전기장비·부품 중형주 · 시총 205억위안 · ROE 14% · 박스 7주 · 폭 28% · 주가강도 10점,전기장비·부품
一彬科技,001278.SZ,CN,경기소비재,15.17,2026-09-03,8,9.99,7.86,20.04,16.75,18.22,12.66,12.0,43.9,27.07,False,False,False,-24.3,-16.74,False,36.78,-58.8,44.0,False,10.0,62.0,자동차부품 소형주 · 시총 20억위안 · 박스 12주 · 폭 44% · 주가강도 10점,자동차부품
金现代,300830.SZ,CN,기술·IT,8.18,2026-09-03,8,8.32,3.28,9.11,9.09,8.98,6.91,10.0,30.0,14.65,False,True,False,-10.21,-8.91,False,21.5,-62.0,48.5,False,9.0,59.0,기술·IT 소형주 · 시총 40억위안 · 박스 10주 · 폭 30% · 완전돌파 · 주가강도 9점,기술·IT
内蒙一机,600967.SS,CN,산업재,13.42,2026-09-03,8,8.87,7.72,14.6,13.39,13.41,10.36,6.0,29.4,17.75,False,False,True,-8.08,0.07,False,30.68,-56.3,46.8,False,21.0,58.0,항공우주·방산 중형주 · 시총 246억위안 · ROE 2% · 박스 6주 · 폭 29% · 주가강도 21점,항공우주·방산
英 力 特,000635.SZ,CN,소재,7.23,2026-09-03,8,6.42,13.1,8.45,7.26,7.94,5.6,15.0,41.8,9.99,False,False,False,-14.44,-8.94,False,34.79,-79.2,33.9,False,25.0,58.0,화학 소형주 · 시총 30억위안 · 박스 15주 · 폭 42% · 주가강도 25점,화학
NITORI HOLDINGS CO LTD,9843.T,JP,경기소비재,3178.0,2026-09-03,8,5.93,1.8,3200.0,3153.0,3128.0,2216.5,25.0,41.1,3145.0,True,True,True,-0.69,1.6,False,4884.0,-34.9,9.0,False,62.0,57.0,가구·생활용품 중형주 · 시총 1.8조엔 · ROE 9% · 박스 25주 · 폭 41% · 완전돌파 · 주가강도 62점,가구·생활용품
丽江股份,002033.SZ,CN,경기소비재,8.3,2026-09-03,8,2.05,3.15,9.45,9.12,9.43,8.0,17.0,17.9,11.62,False,False,False,-12.17,-11.98,False,17.52,-52.6,28.6,False,26.0,53.0,숙박 소형주 · 시총 51억위안 · ROE 10% · 박스 17주 · 폭 18% · 주가강도 26점,숙박
PRESS KOGYO CO,7246.T,JP,경기소비재,998.0,2026-09-03,8,5.02,2.4,1047.0,1028.0,1029.0,798.0,8.0,28.9,1029.0,True,False,False,-4.68,-3.01,False,1056.0,-5.5,5.5,False,73.0,48.0,자동차부품 소형주 · 시총 970억엔 · ROE 9% · 박스 8주 · 폭 29% · 주가강도 73점,자동차부품
九鼎新材,002201.SZ,CN,소재,10.76,2026-09-03,8,2.6,5.17,9.46,9.22,9.22,7.16,6.0,28.8,16.85,False,False,True,13.74,16.7,False,22.7,-52.6,36.1,False,45.0,48.0,정밀화학 소형주 · 시총 66억위안 · ROE 8% · 박스 6주 · 폭 29% · 주가강도 45점,정밀화학
"Hornbeck Offshore Services, Inc. Commo",HOS,US,산업재,8.85,2026-09-02,8,2.17,2.41,10.83,10.21,10.75,8.42,27.0,27.7,10.73,True,False,False,-18.28,-17.67,False,47.35,-81.3,20.5,False,51.0,45.0,해운 소형주 · 시총 30억달러 · 박스 27주 · 폭 28% · 주가강도 51점,해운
西藏旅游,600749.SS,CN,경기소비재,13.42,2026-09-03,8,4.91,3.95,16.04,15.6,15.75,12.75,11.0,23.5,22.0,False,False,False,-16.33,-14.79,False,32.38,-58.6,51.8,False,9.0,43.0,숙박 소형주 · 시총 35억위안 · ROE 2% · 박스 11주 · 폭 24% · 주가강도 9점,숙박
西域旅游,300859.SZ,CN,경기소비재,24.0,2026-09-03,8,2.96,3.83,30.27,28.26,29.99,23.68,11.0,26.6,38.81,False,False,False,-20.71,-19.97,False,58.88,-59.2,59.2,False,4.0,43.0,여행 서비스 소형주 · 시총 46억위안 · ROE 8% · 박스 11주 · 폭 27% · 주가강도 4점,여행 서비스
盛景微,603375.SS,CN,기술·IT,44.96,2026-09-03,8,3.85,2.17,45.0,43.03,43.33,30.3,6.0,43.0,55.0,False,False,True,-0.09,3.76,False,68.98,-34.8,18.3,False,43.0,34.0,전자부품 소형주 · 시총 47억위안 · 박스 6주 · 폭 43% · 주가강도 43점,전자부품
金信诺,300252.SZ,CN,기술·IT,12.67,2026-09-03,8,3.72,2.39,13.12,12.49,12.78,10.27,6.0,24.4,19.28,False,False,False,-3.43,-0.86,False,50.12,-74.7,34.3,False,14.0,34.0,통신장비 소형주 · 시총 85억위안 · ROE 1% · 박스 6주 · 폭 24% · 주가강도 14점,통신장비
小方制药,603207.SS,CN,헬스케어,23.77,2026-09-02,9,6.3,5.78,27.0,26.97,26.95,21.31,17.0,26.5,29.0,False,True,False,-11.96,-11.8,False,39.5,-39.8,35.7,False,20.0,64.0,헬스케어 소형주 · 시총 39억위안 · ROE 17% · 박스 17주 · 폭 26% · 완전돌파 · 주가강도 20점,헬스케어
华昌化工,002274.SZ,CN,소재,5.95,2026-09-02,9,10.05,4.13,7.12,6.71,6.49,5.08,7.0,27.8,7.78,False,True,False,-16.43,-8.32,False,15.8,-62.3,23.5,False,40.0,64.0,농업 자재 소형주 · 시총 63억위안 · 박스 7주 · 폭 28% · 완전돌파 · 주가강도 40점,농업 자재
"Comstock Resources, Inc. Common Stock",CRK,US,에너지,14.31,2026-09-01,9,9.63,4.8,15.82,14.9,15.22,12.12,16.0,25.6,23.44,False,False,False,-9.54,-5.98,False,453.05,-96.8,49.1,False,18.0,62.0,석유·가스 개발 소형주 · 시총 45억달러 · 분기이익 -93% · ROE 19% · 박스 16주 · 폭 26% · 주가강도 18점,석유·가스 개발
일동제약,249420.KS,KR,헬스케어,14900.0,2026-09-02,9,19.31,22.05,17300.0,16090.0,16210.0,11250.0,7.0,44.1,39350.0,False,False,False,-13.87,-8.08,False,79500.0,-81.3,66.9,False,1.0,58.0,"헬스케어 소형주 · 시총 4,868억원 · ROE 18% · 박스 7주 · 폭 44% · 주가강도 1점",헬스케어
香溢融通,600830.SS,CN,산업재,8.29,2026-09-02,9,3.47,8.12,9.55,9.23,9.23,7.6,14.0,21.4,10.78,False,False,False,-13.19,-10.18,False,28.18,-70.6,25.8,False,22.0,58.0,기업 서비스 소형주 · 시총 41억위안 · 분기이익 +10% · ROE 4% · 박스 14주 · 폭 21% · 주가강도 22점,기업 서비스
国光连锁,605188.SS,CN,경기소비재,12.03,2026-09-02,9,4.21,6.06,15.61,15.1,15.03,10.69,15.0,40.6,18.72,False,True,False,-22.93,-19.96,False,28.28,-57.5,57.5,False,5.0,58.0,백화점 소형주 · 시총 73억위안 · ROE 1% · 박스 15주 · 폭 41% · 완전돌파 · 주가강도 5점,백화점
TOPRE CORPORATION,5975.T,JP,경기소비재,3260.0,2026-09-02,9,4.17,3.18,3500.0,3395.0,3430.0,2400.0,16.0,42.9,3430.0,True,False,False,-6.86,-4.96,False,3610.0,-9.7,9.7,False,76.0,55.0,"자동차부품 소형주 · 시총 1,560억엔 · ROE 10% · 박스 16주 · 폭 43% · 주가강도 76점",자동차부품
"Duolingo, Inc. - Class A Common Stock",DUOL,US,기술·IT,153.92,2026-09-01,9,7.18,1.71,159.01,152.52,151.0,104.61,13.0,44.3,151.0,True,True,True,-3.2,1.93,False,544.93,-71.8,56.4,False,41.0,54.0,기술·IT 중형주 · 시총 65억달러 · 분기이익 -27% · ROE 34% · 박스 13주 · 폭 44% · 완전돌파 · 주가강도 41점,기술·IT
九牧王,601566.SS,CN,경기소비재,8.76,2026-09-02,9,4.14,6.8,9.81,9.44,9.42,7.4,10.0,27.3,13.33,False,True,False,-10.7,-7.01,False,40.09,-78.1,53.1,False,18.0,54.0,의류 제조 소형주 · 시총 61억위안 · ROE 4% · 박스 10주 · 폭 27% · 완전돌파 · 주가강도 18점,의류 제조
深粮控股,000019.SZ,CN,필수소비재,6.72,2026-09-02,9,2.02,4.44,8.08,7.13,7.93,5.55,17.0,42.9,8.58,False,False,False,-16.83,-15.26,False,19.27,-65.1,21.7,False,35.0,52.0,가공식품 소형주 · 시총 90억위안 · ROE 4% · 박스 17주 · 폭 43% · 주가강도 35점,가공식품
山东墨龙,002490.SZ,CN,에너지,7.24,2026-09-02,9,10.05,2.09,9.2,8.48,8.68,6.93,7.0,25.3,14.52,False,False,False,-21.3,-16.59,False,18.0,-59.8,50.1,False,33.0,44.0,석유·가스 장비 소형주 · 시총 63억위안 · 박스 7주 · 폭 25% · 주가강도 33점,석유·가스 장비
华锦股份,000059.SZ,CN,소재,5.4,2026-09-02,9,3.16,2.87,6.2,5.85,6.18,4.31,7.0,43.4,6.9,False,False,False,-12.9,-12.62,False,15.78,-65.8,21.7,False,56.0,39.0,화학 소형주 · 시총 94억위안 · 박스 7주 · 폭 43% · 주가강도 56점,화학
Vermilion Energy Inc. Common (Canada),VET,US,에너지,13.46,2026-09-01,9,2.81,1.75,13.19,12.88,13.06,9.54,7.0,36.9,14.82,False,False,True,2.05,3.06,False,72.69,-81.5,9.2,False,82.0,38.0,석유·가스 개발 소형주 · 시총 20억달러 · 박스 7주 · 폭 37% · 주가강도 상위 18%,석유·가스 개발
蓝焰控股,000968.SZ,CN,에너지,7.05,2026-09-02,9,2.44,1.61,7.56,7.25,7.55,5.9,12.0,28.0,12.18,False,False,False,-6.75,-6.62,False,32.51,-78.3,42.1,False,34.0,38.0,석유·가스 개발 소형주 · 시총 72억위안 · ROE 5% · 박스 12주 · 폭 28% · 주가강도 34점,석유·가스 개발
福日电子,600203.SS,CN,기술·IT,9.9,2026-09-02,9,4.28,2.43,11.7,10.92,11.36,8.82,6.0,28.8,13.99,False,False,False,-15.38,-12.85,False,25.77,-61.6,39.2,False,6.0,34.0,전자부품 소형주 · 시총 61억위안 · ROE 1% · 박스 6주 · 폭 29% · 주가강도 6점,전자부품
道明光学,002632.SZ,CN,소재,9.24,2026-09-02,9,4.68,1.98,9.4,9.3,9.34,7.46,6.0,25.2,14.48,False,False,False,-1.7,-1.07,False,17.83,-48.2,44.2,False,11.0,34.0,정밀화학 소형주 · 시총 59억위안 · ROE 9% · 박스 6주 · 폭 25% · 주가강도 11점,정밀화학
国芳集团,601086.SS,CN,경기소비재,16.19,2026-09-01,10,9.92,2.5,10.08,9.85,9.17,6.38,15.0,43.7,9.79,True,True,True,60.62,76.55,False,17.99,-10.0,10.0,False,95.0,74.0,백화점 소형주 · 시총 97억위안 · ROE 8% · 박스 15주 · 폭 44% · 완전돌파 · 주가강도 상위 5% (최상위권),백화점
ICHIBANYA CO LTD,7630.T,JP,경기소비재,1082.0,2026-09-01,10,5.41,11.34,1150.0,1116.0,1091.0,840.0,40.0,29.9,1091.0,True,True,False,-5.91,-0.82,False,1354.0,-20.1,9.2,False,63.0,71.0,"외식 소형주 · 시총 1,765억엔 · ROE 8% · 박스 40주 · 폭 30% · 완전돌파 · 주가강도 63점",외식
时代出版,600551.SS,CN,통신·미디어,7.34,2026-09-01,10,5.82,20.49,8.73,8.66,8.25,6.47,14.0,27.5,8.57,True,True,False,-15.92,-11.03,False,22.56,-67.5,25.0,False,26.0,68.0,출판 소형주 · 시총 52억위안 · ROE 7% · 박스 14주 · 폭 28% · 완전돌파 · 주가강도 26점,출판
芒果超媒,300413.SZ,CN,경기소비재,16.73,2026-09-01,10,20.02,7.01,20.38,19.66,17.0,13.81,12.0,23.1,23.9,False,True,False,-17.91,-1.59,False,93.01,-82.0,54.1,False,15.0,68.0,온라인 유통 중형주 · 시총 351억위안 · ROE 3% · 박스 12주 · 폭 23% · 완전돌파 · 주가강도 15점,온라인 유통
龙版传媒,605577.SS,CN,통신·미디어,15.12,2026-09-01,10,7.34,5.74,11.4,11.22,10.93,8.7,14.0,25.6,13.69,False,True,True,32.63,38.33,False,32.69,-53.7,19.7,False,75.0,64.0,출판 소형주 · 시총 83억위안 · ROE 5% · 박스 14주 · 폭 26% · 완전돌파 · 주가강도 75점,출판
Science Applications International Cor,SAIC,US,기술·IT,133.74,2026-08-31,10,11.46,3.78,140.39,127.1,130.98,105.17,9.0,24.5,130.98,True,False,True,-4.74,2.11,False,156.34,-14.5,6.3,False,74.0,57.0,IT 서비스 중형주 · 시총 53억달러 · 분기이익 -12% · ROE 26% · 박스 9주 · 폭 24% · 주가강도 74점,IT 서비스
HF Sinclair Corporation Common Stock,DINO,US,에너지,112.25,2026-08-31,10,3.28,1.5,102.98,98.5,100.13,79.39,7.0,26.1,100.13,True,False,True,9.0,12.1,False,112.71,-0.4,0.4,False,96.0,53.0,정유 중형주 · 시총 192억달러 · 분기이익 +348% 급증 · ROE 20% · 박스 7주 · 폭 26% · 주가강도 상위 4% (최상위권),정유
